Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
03/19/23 12:00,1.3180000000000001E-2,4.6280000000000002E-2,3.31E-3,1.3480000000000001E-2,1.1010000000000001E-2,6.9899999999999997E-3,1.406E-2,1.358E-2,6.0600000000000003E-3,1.235E-2,2.47E-3,3.0999999999999999E-3,4.47E-3,9.3900000000000008E-3,1.728E-2,3.0999999999999999E-3,1E-3,1.001E-2,4.5599999999999998E-3,3.5500000000000002E-3,6.8300000000000001E-3,8.2500000000000004E-3,1.1270000000000001E-2,1.259E-2,4.2300000000000003E-3,1.093E-2,1.1010000000000001E-2,4.81E-3,5.9500000000000004E-3,8.26E-3,7.4999999999999997E-3,8.1799999999999998E-3,3.13E-3,5.6800000000000002E-3,5.7299999999999999E-3,9.4400000000000005E-3,4.3499999999999997E-3,6.8199999999999997E-3,8.8999999999999999E-3,1.2460000000000001E-2,1.004E-2,1.9269999999999999E-2,5.0209999999999998E-2,1.5910000000000001E-2,2.759E-2,5.2209999999999999E-2,1.9900000000000001E-2,2.112E-2,7.4380000000000002E-2,5.0899999999999999E-3,4.6100000000000004E-3,3.48E-3,2E-3,3.073E-2,5.2199999999999998E-3,9.6399999999999993E-3,4.79E-3,3.64E-3,6.8700000000000002E-3
03/20/23 12:00,1.0070000000000001E-2,7.5389999999999999E-2,1.4300000000000001E-3,6.5500000000000003E-3,1.187E-2,7.8899999999999994E-3,1.051E-2,5.5399999999999998E-3,4.6699999999999997E-3,7.1300000000000001E-3,1.99E-3,5.1200000000000004E-3,6.2100000000000002E-3,,1.077E-2,0.12327,1E-3,1E-3,9.7999999999999997E-3,2.0600000000000002E-3,2.2699999999999999E-3,4.5599999999999998E-3,9.0299999999999998E-3,1.014E-2,5.4000000000000003E-3,1.5730000000000001E-2,1.1939999999999999E-2,2.2499999999999998E-3,8.6599999999999993E-3,5.0400000000000002E-3,5.8599999999999998E-3,5.1399999999999996E-3,3.1800000000000001E-3,5.3800000000000002E-3,9.2599999999999991E-3,1.176E-2,9.7900000000000001E-3,3.9199999999999999E-3,4.4999999999999997E-3,1.3010000000000001E-2,1.154E-2,5.5599999999999998E-3,2.1299999999999999E-2,1.7080000000000001E-2,1.2500000000000001E-2,4.5670000000000002E-2,2.1870000000000001E-2,1.176E-2,1.779E-2,1.685E-2,4.47E-3,3.3300000000000001E-3,2E-3,3.7839999999999999E-2,4.8999999999999998E-3,6.0000000000000001E-3,2.3400000000000001E-3,1E-3,2.5999999999999999E-3
03/21/23 12:00,,7.5389999999999999E-2,1.4300000000000001E-3,6.5500000000000003E-3,1.187E-2,7.8899999999999994E-3,1.051E-2,5.5399999999999998E-3,4.6699999999999997E-3,7.1300000000000001E-3,1.99E-3,5.1200000000000004E-3,6.2100000000000002E-3,,1.077E-2,0.12327,1E-3,1E-3,9.7999999999999997E-3,2.0600000000000002E-3,2.2699999999999999E-3,4.5599999999999998E-3,9.0299999999999998E-3,1.014E-2,5.4000000000000003E-3,1.5730000000000001E-2,1.1939999999999999E-2,2.2499999999999998E-3,8.6599999999999993E-3,5.0400000000000002E-3,5.8599999999999998E-3,5.1399999999999996E-3,3.1800000000000001E-3,5.3800000000000002E-3,9.2599999999999991E-3,1.176E-2,9.7900000000000001E-3,3.9199999999999999E-3,4.4999999999999997E-3,1.3010000000000001E-2,1.154E-2,5.5599999999999998E-3,2.1299999999999999E-2,1.7080000000000001E-2,1.2500000000000001E-2,4.5670000000000002E-2,2.1870000000000001E-2,1.176E-2,1.779E-2,1.685E-2,4.47E-3,3.3300000000000001E-3,2E-3,3.7839999999999999E-2,4.8999999999999998E-3,6.0000000000000001E-3,2.3400000000000001E-3,1E-3,2.5999999999999999E-3
03/22/23 12:00,,7.5389999999999999E-2,1.4300000000000001E-3,6.5500000000000003E-3,1.187E-2,7.8899999999999994E-3,1.051E-2,5.5399999999999998E-3,4.6699999999999997E-3,7.1300000000000001E-3,1.99E-3,5.1200000000000004E-3,6.2100000000000002E-3,,1.077E-2,0.12327,1E-3,1E-3,9.7999999999999997E-3,2.0600000000000002E-3,2.2699999999999999E-3,4.5599999999999998E-3,9.0299999999999998E-3,1.014E-2,5.4000000000000003E-3,1.5730000000000001E-2,1.1939999999999999E-2,2.2499999999999998E-3,8.6599999999999993E-3,5.0400000000000002E-3,5.8599999999999998E-3,5.1399999999999996E-3,3.1800000000000001E-3,5.3800000000000002E-3,9.2599999999999991E-3,1.176E-2,9.7900000000000001E-3,3.9199999999999999E-3,4.4999999999999997E-3,1.3010000000000001E-2,1.154E-2,5.5599999999999998E-3,2.1299999999999999E-2,1.7080000000000001E-2,1.2500000000000001E-2,4.5670000000000002E-2,2.1870000000000001E-2,1.176E-2,1.779E-2,1.685E-2,4.47E-3,3.3300000000000001E-3,2E-3,3.7839999999999999E-2,4.8999999999999998E-3,6.0000000000000001E-3,2.3400000000000001E-3,1E-3,2.5999999999999999E-3
03/23/23 12:00,1.0070000000000001E-2,7.5389999999999999E-2,1.4300000000000001E-3,6.5500000000000003E-3,1.187E-2,7.8899999999999994E-3,1.051E-2,5.5399999999999998E-3,4.6699999999999997E-3,7.1300000000000001E-3,1.99E-3,5.1200000000000004E-3,6.2100000000000002E-3,,1.077E-2,0.12327,1E-3,1E-3,9.7999999999999997E-3,2.0600000000000002E-3,2.2699999999999999E-3,4.5599999999999998E-3,9.0299999999999998E-3,1.014E-2,5.4000000000000003E-3,1.5730000000000001E-2,1.1939999999999999E-2,2.2499999999999998E-3,8.6599999999999993E-3,5.0400000000000002E-3,5.8599999999999998E-3,5.1399999999999996E-3,3.1800000000000001E-3,5.3800000000000002E-3,9.2599999999999991E-3,1.176E-2,9.7900000000000001E-3,3.9199999999999999E-3,4.4999999999999997E-3,1.3010000000000001E-2,1.154E-2,5.5599999999999998E-3,2.1299999999999999E-2,1.7080000000000001E-2,1.2500000000000001E-2,4.5670000000000002E-2,2.1870000000000001E-2,1.176E-2,1.779E-2,1.685E-2,4.47E-3,3.3300000000000001E-3,2E-3,3.7839999999999999E-2,4.8999999999999998E-3,6.0000000000000001E-3,2.3400000000000001E-3,1E-3,2.5999999999999999E-3
03/24/23 12:00,1.0070000000000001E-2,7.5389999999999999E-2,1.4300000000000001E-3,6.5500000000000003E-3,1.187E-2,7.8899999999999994E-3,1.051E-2,5.5399999999999998E-3,4.6699999999999997E-3,7.1300000000000001E-3,1.99E-3,5.1200000000000004E-3,6.2100000000000002E-3,,1.077E-2,0.12327,1E-3,1E-3,9.7999999999999997E-3,2.0600000000000002E-3,2.2699999999999999E-3,4.5599999999999998E-3,9.0299999999999998E-3,1.014E-2,5.4000000000000003E-3,1.5730000000000001E-2,1.1939999999999999E-2,2.2499999999999998E-3,8.6599999999999993E-3,5.0400000000000002E-3,5.8599999999999998E-3,5.1399999999999996E-3,3.1800000000000001E-3,5.3800000000000002E-3,9.2599999999999991E-3,1.176E-2,9.7900000000000001E-3,3.9199999999999999E-3,4.4999999999999997E-3,1.3010000000000001E-2,1.154E-2,5.5599999999999998E-3,2.1299999999999999E-2,1.7080000000000001E-2,1.2500000000000001E-2,4.5670000000000002E-2,2.1870000000000001E-2,1.176E-2,1.779E-2,1.685E-2,4.47E-3,3.3300000000000001E-3,2E-3,3.7839999999999999E-2,4.8999999999999998E-3,6.0000000000000001E-3,2.3400000000000001E-3,1E-3,2.5999999999999999E-3
03/25/23 12:00,1.0070000000000001E-2,7.5389999999999999E-2,1.4300000000000001E-3,6.5500000000000003E-3,1.187E-2,7.8899999999999994E-3,1.051E-2,5.5399999999999998E-3,4.6699999999999997E-3,7.1300000000000001E-3,1.99E-3,5.1200000000000004E-3,6.2100000000000002E-3,,1.077E-2,0.12327,1E-3,1E-3,9.7999999999999997E-3,2.0600000000000002E-3,2.2699999999999999E-3,4.5599999999999998E-3,9.0299999999999998E-3,1.014E-2,5.4000000000000003E-3,1.5730000000000001E-2,1.1939999999999999E-2,2.2499999999999998E-3,8.6599999999999993E-3,5.0400000000000002E-3,5.8599999999999998E-3,5.1399999999999996E-3,3.1800000000000001E-3,5.3800000000000002E-3,9.2599999999999991E-3,1.176E-2,9.7900000000000001E-3,3.9199999999999999E-3,4.4999999999999997E-3,1.3010000000000001E-2,1.154E-2,5.5599999999999998E-3,2.1299999999999999E-2,1.7080000000000001E-2,1.2500000000000001E-2,4.5670000000000002E-2,2.1870000000000001E-2,1.176E-2,1.779E-2,1.685E-2,4.47E-3,3.3300000000000001E-3,2E-3,3.7839999999999999E-2,4.8999999999999998E-3,6.0000000000000001E-3,2.3400000000000001E-3,1E-3,2.5999999999999999E-3
03/26/23 12:00,1.0070000000000001E-2,7.5389999999999999E-2,1.4300000000000001E-3,6.5500000000000003E-3,1.187E-2,7.8899999999999994E-3,1.051E-2,5.5399999999999998E-3,4.6699999999999997E-3,7.1300000000000001E-3,1.99E-3,5.1200000000000004E-3,6.2100000000000002E-3,,1.077E-2,0.12327,1E-3,1E-3,9.7999999999999997E-3,2.0600000000000002E-3,2.2699999999999999E-3,4.5599999999999998E-3,9.0299999999999998E-3,1.014E-2,5.4000000000000003E-3,1.5730000000000001E-2,1.1939999999999999E-2,2.2499999999999998E-3,8.6599999999999993E-3,5.0400000000000002E-3,5.8599999999999998E-3,5.1399999999999996E-3,3.1800000000000001E-3,5.3800000000000002E-3,9.2599999999999991E-3,1.176E-2,9.7900000000000001E-3,3.9199999999999999E-3,4.4999999999999997E-3,1.3010000000000001E-2,1.154E-2,5.5599999999999998E-3,2.1299999999999999E-2,1.7080000000000001E-2,1.2500000000000001E-2,4.5670000000000002E-2,2.1870000000000001E-2,1.176E-2,1.779E-2,1.685E-2,4.47E-3,3.3300000000000001E-3,2E-3,3.7839999999999999E-2,4.8999999999999998E-3,6.0000000000000001E-3,2.3400000000000001E-3,1E-3,2.5999999999999999E-3
03/27/23 12:00,9.9500000000000005E-3,4.2070000000000003E-2,1.97E-3,1.311E-2,7.0899999999999999E-3,4.2300000000000003E-3,5.9899999999999997E-3,4.81E-3,2.2599999999999999E-3,2.7100000000000002E-3,1.3799999999999999E-3,2.7699999999999999E-3,3.8300000000000001E-3,,1.035E-2,1E-3,1E-3,3.31E-3,6.3200000000000001E-3,1E-3,2.5600000000000002E-3,3.3E-3,4.81E-3,5.2900000000000004E-3,3.1900000000000001E-3,1.328E-2,9.6500000000000006E-3,5.3200000000000001E-3,3.64E-3,4.8300000000000001E-3,3.5799999999999998E-3,3.49E-3,1E-3,3.2399999999999998E-3,7.1599999999999997E-3,5.5900000000000004E-3,7.0000000000000001E-3,2.5799999999999998E-3,6.8999999999999999E-3,7.7799999999999996E-3,5.3600000000000002E-3,4.8799999999999998E-3,1.2930000000000001E-2,2.5749999999999999E-2,8.0199999999999994E-3,2.6579999999999999E-2,1.7500000000000002E-2,8.1300000000000001E-3,9.1699999999999993E-3,6.77E-3,2.6199999999999999E-3,2.4499999999999999E-3,1E-3,1.18E-2,4.5300000000000002E-3,4.4999999999999997E-3,2.2300000000000002E-3,2.0400000000000001E-3,1E-3
03/28/23 12:00,9.9500000000000005E-3,4.2070000000000003E-2,1.97E-3,1.311E-2,7.0899999999999999E-3,4.2300000000000003E-3,5.9899999999999997E-3,4.81E-3,2.2599999999999999E-3,2.7100000000000002E-3,1.3799999999999999E-3,2.7699999999999999E-3,3.8300000000000001E-3,,1.035E-2,1E-3,1E-3,3.31E-3,6.3200000000000001E-3,1E-3,2.5600000000000002E-3,3.3E-3,4.81E-3,5.2900000000000004E-3,3.1900000000000001E-3,1.328E-2,9.6500000000000006E-3,5.3200000000000001E-3,3.64E-3,4.8300000000000001E-3,3.5799999999999998E-3,3.49E-3,1E-3,3.2399999999999998E-3,7.1599999999999997E-3,5.5900000000000004E-3,7.0000000000000001E-3,2.5799999999999998E-3,6.8999999999999999E-3,7.7799999999999996E-3,5.3600000000000002E-3,4.8799999999999998E-3,1.2930000000000001E-2,2.5749999999999999E-2,8.0199999999999994E-3,2.6579999999999999E-2,1.7500000000000002E-2,8.1300000000000001E-3,9.1699999999999993E-3,6.77E-3,2.6199999999999999E-3,2.4499999999999999E-3,1E-3,1.18E-2,4.5300000000000002E-3,4.4999999999999997E-3,2.2300000000000002E-3,2.0400000000000001E-3,1E-3
03/29/23 12:00,9.9500000000000005E-3,4.2070000000000003E-2,1.97E-3,1.311E-2,7.0899999999999999E-3,4.2300000000000003E-3,5.9899999999999997E-3,4.81E-3,2.2599999999999999E-3,2.7100000000000002E-3,1.3799999999999999E-3,2.7699999999999999E-3,3.8300000000000001E-3,,1.035E-2,1E-3,1E-3,3.31E-3,6.3200000000000001E-3,1E-3,2.5600000000000002E-3,3.3E-3,4.81E-3,5.2900000000000004E-3,3.1900000000000001E-3,1.328E-2,9.6500000000000006E-3,5.3200000000000001E-3,3.64E-3,4.8300000000000001E-3,3.5799999999999998E-3,3.49E-3,,3.2399999999999998E-3,7.1599999999999997E-3,5.5900000000000004E-3,7.0000000000000001E-3,2.5799999999999998E-3,6.8999999999999999E-3,7.7799999999999996E-3,5.3600000000000002E-3,4.8799999999999998E-3,1.2930000000000001E-2,2.5749999999999999E-2,8.0199999999999994E-3,2.6579999999999999E-2,1.7500000000000002E-2,8.1300000000000001E-3,9.1699999999999993E-3,6.77E-3,2.6199999999999999E-3,2.4499999999999999E-3,1E-3,1.18E-2,4.5300000000000002E-3,4.4999999999999997E-3,2.2300000000000002E-3,2.0400000000000001E-3,1E-3
03/30/23 12:00,9.9500000000000005E-3,4.2070000000000003E-2,1.97E-3,1.311E-2,7.0899999999999999E-3,4.2300000000000003E-3,5.9899999999999997E-3,4.81E-3,2.2599999999999999E-3,2.7100000000000002E-3,1.3799999999999999E-3,2.7699999999999999E-3,3.8300000000000001E-3,,1.035E-2,1E-3,1E-3,3.31E-3,6.3200000000000001E-3,1E-3,2.5600000000000002E-3,3.3E-3,4.81E-3,5.2900000000000004E-3,3.1900000000000001E-3,1.328E-2,9.6500000000000006E-3,5.3200000000000001E-3,3.64E-3,4.8300000000000001E-3,3.5799999999999998E-3,3.49E-3,1E-3,3.2399999999999998E-3,7.1599999999999997E-3,5.5900000000000004E-3,7.0000000000000001E-3,2.5799999999999998E-3,6.8999999999999999E-3,7.7799999999999996E-3,5.3600000000000002E-3,4.8799999999999998E-3,1.2930000000000001E-2,2.5749999999999999E-2,8.0199999999999994E-3,2.6579999999999999E-2,1.7500000000000002E-2,8.1300000000000001E-3,9.1699999999999993E-3,6.77E-3,2.6199999999999999E-3,2.4499999999999999E-3,1E-3,1.18E-2,4.5300000000000002E-3,4.4999999999999997E-3,2.2300000000000002E-3,2.0400000000000001E-3,1E-3
03/31/23 12:00,9.9500000000000005E-3,4.2070000000000003E-2,1.97E-3,1.311E-2,7.0899999999999999E-3,4.2300000000000003E-3,5.9899999999999997E-3,4.81E-3,2.2599999999999999E-3,2.7100000000000002E-3,1.3799999999999999E-3,2.7699999999999999E-3,3.8300000000000001E-3,,1.035E-2,1E-3,1E-3,3.31E-3,6.3200000000000001E-3,1E-3,2.5600000000000002E-3,3.3E-3,4.81E-3,5.2900000000000004E-3,3.1900000000000001E-3,1.328E-2,9.6500000000000006E-3,5.3200000000000001E-3,3.64E-3,4.8300000000000001E-3,3.5799999999999998E-3,3.49E-3,,3.2399999999999998E-3,7.1599999999999997E-3,5.5900000000000004E-3,7.0000000000000001E-3,2.5799999999999998E-3,6.8999999999999999E-3,7.7799999999999996E-3,5.3600000000000002E-3,4.8799999999999998E-3,1.2930000000000001E-2,2.5749999999999999E-2,8.0199999999999994E-3,2.6579999999999999E-2,1.7500000000000002E-2,8.1300000000000001E-3,9.1699999999999993E-3,6.77E-3,2.6199999999999999E-3,2.4499999999999999E-3,1E-3,1.18E-2,4.5300000000000002E-3,4.4999999999999997E-3,2.2300000000000002E-3,2.0400000000000001E-3,1E-3
04/01/23 12:00,9.9500000000000005E-3,4.2070000000000003E-2,1.97E-3,1.311E-2,7.0899999999999999E-3,4.2300000000000003E-3,5.9899999999999997E-3,4.81E-3,2.2599999999999999E-3,2.7100000000000002E-3,1.3799999999999999E-3,2.7699999999999999E-3,3.8300000000000001E-3,,1.035E-2,1E-3,1E-3,3.31E-3,6.3200000000000001E-3,1E-3,2.5600000000000002E-3,3.3E-3,4.81E-3,5.2900000000000004E-3,3.1900000000000001E-3,1.328E-2,9.6500000000000006E-3,5.3200000000000001E-3,3.64E-3,4.8300000000000001E-3,3.5799999999999998E-3,3.49E-3,1E-3,,7.1599999999999997E-3,5.5900000000000004E-3,7.0000000000000001E-3,2.5799999999999998E-3,6.8999999999999999E-3,7.7799999999999996E-3,5.3600000000000002E-3,4.8799999999999998E-3,1.2930000000000001E-2,2.5749999999999999E-2,8.0199999999999994E-3,2.6579999999999999E-2,1.7500000000000002E-2,8.1300000000000001E-3,9.1699999999999993E-3,6.77E-3,2.6199999999999999E-3,2.4499999999999999E-3,1E-3,1.18E-2,4.5300000000000002E-3,4.4999999999999997E-3,2.2300000000000002E-3,2.0400000000000001E-3,1E-3
04/02/23 12:00,9.9500000000000005E-3,4.2070000000000003E-2,1.97E-3,1.311E-2,7.0899999999999999E-3,4.2300000000000003E-3,5.9899999999999997E-3,4.81E-3,2.2599999999999999E-3,2.7100000000000002E-3,1.3799999999999999E-3,2.7699999999999999E-3,3.8300000000000001E-3,,1.035E-2,1E-3,1E-3,3.31E-3,6.3200000000000001E-3,1E-3,2.5600000000000002E-3,3.3E-3,4.81E-3,5.2900000000000004E-3,3.1900000000000001E-3,1.328E-2,9.6500000000000006E-3,5.3200000000000001E-3,3.64E-3,4.8300000000000001E-3,3.5799999999999998E-3,3.49E-3,1E-3,3.2399999999999998E-3,7.1599999999999997E-3,5.5900000000000004E-3,7.0000000000000001E-3,2.5799999999999998E-3,6.8999999999999999E-3,7.7799999999999996E-3,5.3600000000000002E-3,4.8799999999999998E-3,1.2930000000000001E-2,2.5749999999999999E-2,8.0199999999999994E-3,2.6579999999999999E-2,1.7500000000000002E-2,8.1300000000000001E-3,,6.77E-3,2.6199999999999999E-3,2.4499999999999999E-3,1E-3,1.18E-2,4.5300000000000002E-3,4.4999999999999997E-3,2.2300000000000002E-3,2.0400000000000001E-3,1E-3
04/03/23 12:00,2.051E-2,1.3979999999999999E-2,3.96E-3,2.0879999999999999E-2,1.346E-2,7.0200000000000002E-3,8.3000000000000001E-3,5.3499999999999997E-3,6.6800000000000002E-3,4.8900000000000002E-3,2.1299999999999999E-3,2.0899999999999998E-3,1E-3,4.1200000000000004E-3,6.8300000000000001E-3,1E-3,1E-3,4.2700000000000004E-3,6.8100000000000001E-3,2.1299999999999999E-3,3.9899999999999996E-3,7.2300000000000003E-3,1.073E-2,7.9500000000000005E-3,6.5599999999999999E-3,1.8929999999999999E-2,4.0499999999999998E-3,1E-3,3.47E-3,4.5300000000000002E-3,1.069E-2,5.4599999999999996E-3,2.0899999999999998E-3,3.3300000000000001E-3,8.8900000000000003E-3,5.6499999999999996E-3,7.6299999999999996E-3,6.6E-3,3.3E-3,6.6E-3,4.0699999999999998E-3,8.3400000000000002E-3,1.3440000000000001E-2,1.8589999999999999E-2,2.4649999999999998E-2,6.046E-2,1.333E-2,1.4829999999999999E-2,5.3519999999999998E-2,4.9199999999999999E-3,2.0600000000000002E-3,1E-3,2E-3,2.196E-2,1.1469999999999999E-2,4.3899999999999998E-3,2.0500000000000002E-3,3.2399999999999998E-3,3.9699999999999996E-3
04/04/23 12:00,2.051E-2,1.3979999999999999E-2,3.96E-3,2.0879999999999999E-2,1.346E-2,7.0200000000000002E-3,8.3000000000000001E-3,5.3499999999999997E-3,6.6800000000000002E-3,4.8900000000000002E-3,2.1299999999999999E-3,2.0899999999999998E-3,1E-3,4.1200000000000004E-3,6.8300000000000001E-3,1E-3,1E-3,4.2700000000000004E-3,6.8100000000000001E-3,2.1299999999999999E-3,3.9899999999999996E-3,7.2300000000000003E-3,1.073E-2,7.9500000000000005E-3,6.5599999999999999E-3,1.8929999999999999E-2,4.0499999999999998E-3,1E-3,3.47E-3,4.5300000000000002E-3,1.069E-2,5.4599999999999996E-3,2.0899999999999998E-3,3.3300000000000001E-3,8.8900000000000003E-3,5.6499999999999996E-3,7.6299999999999996E-3,6.6E-3,3.3E-3,6.6E-3,4.0699999999999998E-3,8.3400000000000002E-3,1.3440000000000001E-2,1.8589999999999999E-2,2.4649999999999998E-2,6.046E-2,1.333E-2,1.4829999999999999E-2,5.3519999999999998E-2,4.9199999999999999E-3,2.0600000000000002E-3,1E-3,2E-3,2.196E-2,1.1469999999999999E-2,4.3899999999999998E-3,2.0500000000000002E-3,3.2399999999999998E-3,3.9699999999999996E-3
04/05/23 12:00,2.051E-2,1.3979999999999999E-2,3.96E-3,2.0879999999999999E-2,1.346E-2,7.0200000000000002E-3,8.3000000000000001E-3,5.3499999999999997E-3,6.6800000000000002E-3,4.8900000000000002E-3,2.1299999999999999E-3,2.0899999999999998E-3,1E-3,4.1200000000000004E-3,6.8300000000000001E-3,1E-3,1E-3,4.2700000000000004E-3,6.8100000000000001E-3,2.1299999999999999E-3,3.9899999999999996E-3,7.2300000000000003E-3,1.073E-2,7.9500000000000005E-3,6.5599999999999999E-3,1.8929999999999999E-2,4.0499999999999998E-3,1E-3,3.47E-3,4.5300000000000002E-3,1.069E-2,5.4599999999999996E-3,2.0899999999999998E-3,3.3300000000000001E-3,8.8900000000000003E-3,5.6499999999999996E-3,7.6299999999999996E-3,6.6E-3,3.3E-3,6.6E-3,4.0699999999999998E-3,8.3400000000000002E-3,1.3440000000000001E-2,1.8589999999999999E-2,2.4649999999999998E-2,6.046E-2,1.333E-2,1.4829999999999999E-2,5.3519999999999998E-2,4.9199999999999999E-3,2.0600000000000002E-3,1E-3,2E-3,2.196E-2,1.1469999999999999E-2,4.3899999999999998E-3,2.0500000000000002E-3,3.2399999999999998E-3,3.9699999999999996E-3
04/06/23 12:00,2.051E-2,1.3979999999999999E-2,3.96E-3,2.0879999999999999E-2,1.346E-2,7.0200000000000002E-3,8.3000000000000001E-3,5.3499999999999997E-3,6.6800000000000002E-3,4.8900000000000002E-3,2.1299999999999999E-3,2.0899999999999998E-3,1E-3,4.1200000000000004E-3,6.8300000000000001E-3,1E-3,1E-3,4.2700000000000004E-3,6.8100000000000001E-3,2.1299999999999999E-3,3.9899999999999996E-3,7.2300000000000003E-3,1.073E-2,7.9500000000000005E-3,6.5599999999999999E-3,1.8929999999999999E-2,4.0499999999999998E-3,1E-3,3.47E-3,4.5300000000000002E-3,1.069E-2,5.4599999999999996E-3,2.0899999999999998E-3,3.3300000000000001E-3,8.8900000000000003E-3,5.6499999999999996E-3,7.6299999999999996E-3,6.6E-3,3.3E-3,6.6E-3,4.0699999999999998E-3,8.3400000000000002E-3,1.3440000000000001E-2,1.8589999999999999E-2,2.4649999999999998E-2,6.046E-2,1.333E-2,1.4829999999999999E-2,5.3519999999999998E-2,4.9199999999999999E-3,2.0600000000000002E-3,1E-3,2E-3,2.196E-2,1.1469999999999999E-2,4.3899999999999998E-3,2.0500000000000002E-3,3.2399999999999998E-3,3.9699999999999996E-3
04/07/23 12:00,2.051E-2,1.3979999999999999E-2,3.96E-3,2.0879999999999999E-2,1.346E-2,7.0200000000000002E-3,8.3000000000000001E-3,5.3499999999999997E-3,6.6800000000000002E-3,4.8900000000000002E-3,2.1299999999999999E-3,2.0899999999999998E-3,1E-3,4.1200000000000004E-3,6.8300000000000001E-3,1E-3,1E-3,4.2700000000000004E-3,6.8100000000000001E-3,2.1299999999999999E-3,3.9899999999999996E-3,7.2300000000000003E-3,1.073E-2,7.9500000000000005E-3,6.5599999999999999E-3,1.8929999999999999E-2,4.0499999999999998E-3,1E-3,3.47E-3,4.5300000000000002E-3,1.069E-2,5.4599999999999996E-3,2.0899999999999998E-3,3.3300000000000001E-3,8.8900000000000003E-3,5.6499999999999996E-3,7.6299999999999996E-3,6.6E-3,3.3E-3,6.6E-3,4.0699999999999998E-3,8.3400000000000002E-3,1.3440000000000001E-2,1.8589999999999999E-2,2.4649999999999998E-2,6.046E-2,1.333E-2,1.4829999999999999E-2,5.3519999999999998E-2,4.9199999999999999E-3,2.0600000000000002E-3,1E-3,2E-3,2.196E-2,1.1469999999999999E-2,4.3899999999999998E-3,2.0500000000000002E-3,3.2399999999999998E-3,3.9699999999999996E-3
04/08/23 12:00,2.051E-2,1.3979999999999999E-2,3.96E-3,2.0879999999999999E-2,1.346E-2,7.0200000000000002E-3,8.3000000000000001E-3,5.3499999999999997E-3,6.6800000000000002E-3,4.8900000000000002E-3,2.1299999999999999E-3,2.0899999999999998E-3,1E-3,4.1200000000000004E-3,6.8300000000000001E-3,1E-3,1E-3,4.2700000000000004E-3,6.8100000000000001E-3,2.1299999999999999E-3,3.9899999999999996E-3,7.2300000000000003E-3,1.073E-2,7.9500000000000005E-3,6.5599999999999999E-3,1.8929999999999999E-2,4.0499999999999998E-3,1E-3,3.47E-3,4.5300000000000002E-3,1.069E-2,5.4599999999999996E-3,2.0899999999999998E-3,3.3300000000000001E-3,8.8900000000000003E-3,5.6499999999999996E-3,7.6299999999999996E-3,6.6E-3,3.3E-3,6.6E-3,4.0699999999999998E-3,8.3400000000000002E-3,1.3440000000000001E-2,1.8589999999999999E-2,2.4649999999999998E-2,6.046E-2,1.333E-2,1.4829999999999999E-2,5.3519999999999998E-2,4.9199999999999999E-3,2.0600000000000002E-3,1E-3,2E-3,2.196E-2,1.1469999999999999E-2,4.3899999999999998E-3,2.0500000000000002E-3,3.2399999999999998E-3,3.9699999999999996E-3
